"","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"2117021",4,27,7,2128,2030,2247,2143,"EV",4513,"N879AS",79,73,49,64,58,"ATL","FAY",331,5,25,0,"",0,58,0,6,0,0
"2798768",5,24,6,2034,2040,2025,2045,"MQ",4296,"N523AE",51,65,33,-20,-6,"IND","ORD",177,6,12,0,"",0,NA,NA,NA,NA,NA
"4013277",7,12,6,1230,1230,1347,1350,"MQ",3636,"N838AE",77,80,63,-3,0,"LRD","DFW",394,5,9,0,"",0,NA,NA,NA,NA,NA
"1926129",4,11,5,1421,1411,1530,1505,"YV",7208,"N512MJ",69,54,48,25,10,"MSN","ORD",109,4,17,0,"",0,0,0,25,0,0
"3427627",6,23,1,1514,1522,1808,1811,"NW",394,"N341NW",114,109,85,-3,-8,"MSP","CMH",627,11,18,0,"",0,NA,NA,NA,NA,NA
"4536712",8,2,6,718,715,743,740,"WN",1171,"N653SW",85,85,68,3,3,"DTW","BNA",457,6,11,0,"",0,NA,NA,NA,NA,NA
"3668523",7,22,2,1521,1525,1733,1745,"WN",870,"N240WN",132,140,118,-12,-4,"GEG","LAS",806,7,7,0,"",0,NA,NA,NA,NA,NA
"6034707",11,24,1,1747,1755,2016,2042,"XE",2092,"N13995",89,107,72,-26,-8,"STL","CLE",487,5,12,0,"",0,NA,NA,NA,NA,NA
"614383",2,5,2,1810,1740,1946,1905,"WN",594,"N798SW",96,85,76,41,30,"MCI","BNA",491,4,16,0,"",0,0,0,11,0,30
"3833007",7,28,1,700,703,1458,1504,"UA",72,"N666UA",298,301,277,-6,-3,"HNL","SFO",2398,6,15,0,"",0,NA,NA,NA,NA,NA
"3834390",7,10,4,941,855,1150,1112,"UA",107,"N403UA",249,257,226,38,46,"ORD","LAX",1745,5,18,0,"",0,0,0,0,0,38
"1140700",2,5,2,925,925,1102,1106,"CO",1495,"N47414",217,221,191,-4,0,"IAH","LAX",1379,13,13,0,"",0,NA,NA,NA,NA,NA
"3080311",6,28,6,1639,1635,1817,1820,"WN",1698,"N217JC",98,105,87,-3,4,"BHM","HOU",570,4,7,0,"",0,NA,NA,NA,NA,NA
"5612186",10,4,6,816,819,947,951,"UA",1245,"N929UA",91,92,72,-4,-3,"DEN","SLC",391,7,12,0,"",0,NA,NA,NA,NA,NA
"5469910",10,29,3,1632,1630,1724,1730,"WN",42,"N205WN",52,60,43,-6,2,"HOU","DAL",239,3,6,0,"",0,NA,NA,NA,NA,NA
"4329406",8,18,1,1806,1725,2246,2205,"XE",32,"N12201",160,160,147,41,41,"ONT","OKC",1140,6,7,0,"",0,26,0,0,0,15
"6351469",11,22,6,1600,1600,1620,1640,"9E",2956,"87519E",80,100,63,-20,0,"DTW","CID",431,5,12,0,"",0,NA,NA,NA,NA,NA
"2794351",5,4,7,1523,1530,1609,1625,"MQ",4129,"N823AE",46,55,34,-16,-7,"CMI","ORD",135,4,8,0,"",0,NA,NA,NA,NA,NA
"2077835",4,28,1,1722,1730,1916,1856,"US",44,"N622AW",114,86,78,20,-8,"DCA","CLT",331,6,30,0,"",0,0,0,20,0,0
"6934247",12,31,3,608,610,732,740,"AA",1867,"N468AA",144,150,120,-8,-2,"ATL","DFW",732,6,18,0,"",0,NA,NA,NA,NA,NA
"2884509",5,3,6,1441,1355,1725,1650,"AA",933,"N068AA",164,175,143,35,46,"SJU","MIA",1045,9,12,0,"",0,2,0,0,0,33
"2666801",5,18,7,1628,1630,1801,1800,"US",2040,"N769US",93,90,74,1,-2,"DCA","BOS",399,4,15,0,"",0,NA,NA,NA,NA,NA
"1340959",3,23,7,1850,1856,1959,2004,"OH",5665,"N655CA",69,68,54,-5,-6,"PIT","CVG",256,6,9,0,"",0,NA,NA,NA,NA,NA
"6432664",11,22,6,1942,1945,2032,2043,"CO",1441,"N39423",50,58,32,-11,-3,"IAH","AUS",140,4,14,0,"",0,NA,NA,NA,NA,NA
"3239348",6,27,5,1518,1508,1810,1805,"UA",768,"N918UA",112,117,97,5,10,"TUS","DEN",639,8,7,0,"",0,NA,NA,NA,NA,NA
"5045249",9,5,5,729,736,1516,1529,"UA",290,"N838UA",287,293,270,-13,-7,"SMF","IAD",2358,9,8,0,"",0,NA,NA,NA,NA,NA
"3039498",6,16,1,1051,1050,1327,1335,"WN",267,"N654SW",96,105,79,-8,1,"BNA","MCO",616,9,8,0,"",0,NA,NA,NA,NA,NA
"4806764",8,26,2,1542,1540,1637,1643,"CO",341,"N24715",55,63,27,-6,2,"IAH","AUS",140,6,22,0,"",0,NA,NA,NA,NA,NA
"661071",2,19,2,610,610,737,740,"WN",3772,"N435WN",87,90,66,-3,0,"RNO","PDX",444,3,18,0,"",0,NA,NA,NA,NA,NA
"1311764",3,6,4,2114,2005,2312,2201,"YV",2832,"N906FJ",178,176,141,71,69,"IAH","PHX",1009,10,27,0,"",0,0,71,0,0,0
"4336094",8,3,7,1309,1145,1608,1442,"XE",2641,"N16112",119,117,99,86,84,"MCI","CLE",694,9,11,0,"",0,0,0,2,0,84
"801411",2,24,7,1126,1130,1136,1139,"OO",3715,"N301YV",70,69,50,-3,-4,"SLC","EKO",200,6,14,0,"",0,NA,NA,NA,NA,NA
"981479",2,26,2,2036,2035,2223,2225,"MQ",3863,"N685AE",107,110,84,-2,1,"DFW","VPS",626,8,15,0,"",0,NA,NA,NA,NA,NA
"4118419",7,11,5,1543,1540,1711,1705,"AA",1098,"N3CNAA",88,85,62,6,3,"DFW","MSY",448,6,20,0,"",0,NA,NA,NA,NA,NA
"2532129",5,20,2,1720,1725,1832,1840,"YV",7114,"N436YV",72,75,59,-8,-5,"DEN","GJT",212,3,10,0,"",0,NA,NA,NA,NA,NA
"2617675",5,14,3,831,825,951,956,"UA",401,"N398UA",140,151,122,-5,6,"DEN","SMF",910,3,15,0,"",0,NA,NA,NA,NA,NA
"2485159",5,21,3,1314,1315,1456,1500,"XE",200,"N13161",102,105,86,-4,-1,"RNO","GEG",572,5,11,0,"",0,NA,NA,NA,NA,NA
"3351823",6,6,5,1720,1607,1917,1842,"FL",334,"N915AT",117,155,102,35,73,"LGA","ATL",761,7,8,0,"",0,0,0,0,0,35
"4058042",7,10,4,1012,1014,1151,1154,"NW",659,"N779NC",99,100,76,-3,-2,"DTW","CLT",500,7,16,0,"",0,NA,NA,NA,NA,NA
"5992439",11,18,2,1024,1025,1305,1315,"WN",1432,"N219WN",101,110,90,-10,-1,"SMF","PHX",647,4,7,0,"",0,NA,NA,NA,NA,NA
"620352",2,7,4,NA,1630,NA,1730,"WN",41,"",NA,60,NA,NA,NA,"DAL","HOU",239,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"5342660",9,25,4,1222,1225,2109,2053,"B6",202,"N644JB",347,328,315,16,-3,"LGB","JFK",2465,19,13,0,"",0,0,0,16,0,0
"2073061",4,24,4,1202,1210,1311,1332,"US",1148,"N765US",69,82,57,-21,-8,"JAX","CLT",329,3,9,0,"",0,NA,NA,NA,NA,NA
"5009603",9,11,4,1521,1509,1621,1555,"OO",5525,"N292SW",60,46,25,26,12,"SMF","SFO",86,27,8,0,"",0,0,0,14,0,12
"3623389",7,8,2,1510,1335,1935,1800,"WN",977,"N779SW",205,205,190,95,95,"SAT","BWI",1407,3,12,0,"",0,0,0,95,0,0
"6291106",11,24,1,1750,1755,1844,1900,"MQ",3694,"N660MQ",54,65,43,-16,-5,"FSM","DFW",228,5,6,0,"",0,NA,NA,NA,NA,NA
"5295574",9,30,2,656,705,830,855,"AA",1305,"N5CAAA",154,170,138,-25,-9,"MCO","ORD",1005,5,11,0,"",0,NA,NA,NA,NA,NA
"6321305",11,1,6,1118,1120,1235,1247,"NW",455,"N774NC",77,87,63,-12,-2,"MSY","MEM",349,5,9,0,"",0,NA,NA,NA,NA,NA
"841702",2,7,4,2046,1950,2152,2107,"UA",1243,"N535UA",66,77,48,45,56,"ORD","DSM",299,5,13,0,"",0,0,0,0,0,45
"1283504",3,1,6,708,711,906,911,"XE",2323,"N13988",118,120,101,-5,-3,"IAH","STL",668,7,10,0,"",0,NA,NA,NA,NA,NA
"5540531",10,23,4,2021,1940,2207,2120,"OO",2879,"N496CA",166,160,110,47,41,"EWR","MKE",725,4,52,0,"",0,21,0,6,0,20
"2331010",4,10,4,1835,1735,2117,2022,"B6",364,"N582JB",162,167,140,55,60,"PBI","LGA",1035,9,13,0,"",0,0,0,9,0,46
"2574824",5,12,1,1312,1310,1517,1535,"OO",5880,"N969SW",65,85,55,-18,2,"DEN","LNK",423,4,6,0,"",0,NA,NA,NA,NA,NA
"678625",2,25,1,1359,1400,1453,1455,"WN",32,"N503SW",54,55,38,-2,-1,"HOU","DAL",239,6,10,0,"",0,NA,NA,NA,NA,NA
"5867704",10,26,7,951,950,1339,1330,"AA",1976,"N348AA",168,160,134,9,1,"DFW","MIA",1121,15,19,0,"",0,NA,NA,NA,NA,NA
"6875175",12,10,3,1210,1215,1338,1355,"9E",2190,"80019E",88,100,69,-17,-5,"IND","DCA",499,5,14,0,"",0,NA,NA,NA,NA,NA
"2395057",5,5,1,613,615,706,710,"WN",1636,"N506SW",53,55,43,-4,-2,"HOU","DAL",239,3,7,0,"",0,NA,NA,NA,NA,NA
"3068161",6,24,2,622,610,943,940,"WN",2369,"N411WN",141,150,127,3,12,"MDW","MCO",989,6,8,0,"",0,NA,NA,NA,NA,NA
"6422406",11,23,7,2132,2105,26,2353,"B6",512,"N641JB",174,168,155,33,27,"FLL","EWR",1065,6,13,0,"",0,1,0,6,0,26
"14034",1,7,1,1852,1855,1947,2000,"WN",1230,"N277WN",55,65,45,-13,-3,"OKC","MCI",313,3,7,0,"",0,NA,NA,NA,NA,NA
"4256838",8,10,7,1013,1015,1121,1125,"WN",2613,"N470WN",68,70,50,-4,-2,"BUR","OAK",325,7,11,0,"",0,NA,NA,NA,NA,NA
"1482811",3,3,1,1940,1940,2111,2115,"WN",2627,"N510SW",151,155,134,-4,0,"AUS","PHX",872,7,10,0,"",0,NA,NA,NA,NA,NA
"426759",1,10,4,1350,1355,1520,1518,"NW",256,"N508US",90,83,62,2,-5,"DTW","DCA",405,8,20,0,"",0,NA,NA,NA,NA,NA
"5098755",9,23,2,1058,1100,1206,1210,"US",2125,"N754UW",68,70,52,-4,-2,"BOS","LGA",185,5,11,0,"",0,NA,NA,NA,NA,NA
"6121658",11,3,1,1058,1102,1537,1547,"OO",6442,"N754SK",159,165,142,-10,-4,"LAX","OKC",1187,5,12,0,"",0,NA,NA,NA,NA,NA
"1246860",3,24,1,1555,1555,1707,1715,"WN",1047,"N600WN",72,80,62,-8,0,"PDX","RNO",444,4,6,0,"",0,NA,NA,NA,NA,NA
"1467828",3,24,1,1845,1845,2022,2015,"US",34,"N828AW",97,90,58,7,0,"PHX","LAX",370,6,33,0,"",0,NA,NA,NA,NA,NA
"1446186",3,7,5,1614,1600,1854,1913,"US",735,"N187US",340,373,316,-19,14,"PHL","LAX",2401,8,16,0,"",0,NA,NA,NA,NA,NA
"4767619",8,4,1,717,720,1002,1002,"AS",530,"N713AS",165,162,140,0,-3,"SEA","ONT",956,4,21,0,"",0,NA,NA,NA,NA,NA
"291353",1,28,1,1826,1830,2128,2117,"US",309,"N667AW",302,287,276,11,-4,"PIT","PHX",1813,9,17,0,"",0,NA,NA,NA,NA,NA
"58556",1,21,1,1737,1730,1833,1825,"WN",46,"N684WN",56,55,43,8,7,"HOU","DAL",239,3,10,0,"",0,NA,NA,NA,NA,NA
"6457510",11,8,6,2109,2115,2231,2251,"DL",888,"N943DL",82,96,62,-20,-6,"ATL","CMH",446,5,15,0,"",0,NA,NA,NA,NA,NA
"6225452",11,6,4,1301,1300,1521,1519,"EV",4972,"N708EV",80,79,55,2,1,"MEM","ATL",332,9,16,0,"",0,NA,NA,NA,NA,NA
"926479",2,26,2,1605,1510,1741,1626,"EV",4743,"N919EV",96,76,59,75,55,"FLO","ATL",273,14,23,0,"",0,0,55,20,0,0
"755137",2,13,3,2115,2115,2155,2140,"OH",5258,"N932CA",100,85,66,15,0,"CVG","MKE",318,12,22,0,"",0,0,0,15,0,0
"1590395",3,17,1,909,900,1035,1045,"MQ",4260,"N510AE",86,105,73,-10,9,"MEM","ORD",491,3,10,0,"",0,NA,NA,NA,NA,NA
"5023900",9,21,7,2303,2242,2343,2322,"OO",5426,"N567SW",40,40,20,21,21,"SFO","SMF",86,2,18,0,"",0,21,0,0,0,0
"414704",1,17,4,933,855,1125,1040,"MQ",4473,"N907AE",172,165,150,45,38,"JAX","ORD",865,13,9,0,"",0,0,0,7,0,38
"1882760",4,30,3,1606,1605,1736,1735,"WN",3486,"N364SW",90,90,79,1,1,"SAN","SMF",480,4,7,0,"",0,NA,NA,NA,NA,NA
"6405192",11,14,5,944,1000,1153,1219,"AS",321,"N552AS",129,139,101,-26,-16,"SJC","SEA",697,6,22,0,"",0,NA,NA,NA,NA,NA
"6041059",11,16,7,1436,1445,1556,1610,"XE",2421,"N13913",80,85,60,-14,-9,"OKC","IAH",395,13,7,0,"",0,NA,NA,NA,NA,NA
"5231435",9,30,2,1338,1340,1605,1549,"NW",449,"N401EA",147,129,113,16,-2,"MEM","MSP",700,13,21,0,"",0,0,0,16,0,0
"1764604",3,10,1,848,900,1315,1220,"CO",1633,"N14668",327,260,239,55,-12,"LGA","IAH",1416,24,64,0,"",0,0,0,55,0,0
"3743158",7,8,2,1440,1430,1652,1631,"YV",2638,"N905FJ",132,121,95,21,10,"CLT","BDL",644,4,33,0,"",0,21,0,0,0,0
"497447",1,13,7,1658,1640,1920,1910,"AA",1061,"N407AA",202,210,178,10,18,"DCA","DFW",1192,11,13,0,"",0,NA,NA,NA,NA,NA
"3228763",6,12,4,1131,1051,1734,1659,"UA",442,"N816UA",243,248,212,35,40,"SAN","ORD",1723,9,22,0,"",0,27,0,0,0,8
"951822",2,20,3,2127,2110,2239,2233,"FL",131,"N603AT",72,83,57,6,17,"ATL","TPA",406,5,10,0,"",0,NA,NA,NA,NA,NA
"6727231",12,29,1,823,820,1025,1023,"US",887,"N169UW",302,303,285,2,3,"MCO","LAS",2039,6,11,0,"",0,NA,NA,NA,NA,NA
"5156914",9,16,2,1911,1918,1944,2000,"F9",435,"N812FR",93,102,73,-16,-7,"OMA","DEN",472,7,13,0,"",0,NA,NA,NA,NA,NA
"5132609",9,1,1,1140,1151,1218,1241,"EV",4594,"N980EV",38,50,27,-23,-11,"ATL","ABY",146,3,8,0,"",0,NA,NA,NA,NA,NA
"596080",1,7,1,1504,1445,1718,1659,"DL",1440,"N965DL",74,74,46,19,19,"JAN","ATL",341,8,20,0,"",0,19,0,0,0,0
"135397",1,9,3,1518,1521,1633,1649,"YV",2734,"N902FJ",135,148,124,-16,-3,"OKC","PHX",833,7,4,0,"",0,NA,NA,NA,NA,NA
"2141465",4,6,7,1805,1755,2103,2021,"FL",1693,"N328AT",178,146,135,42,10,"EWR","ATL",745,11,32,0,"",0,0,0,32,0,10
"1382336",3,23,7,1143,1145,1257,1255,"OO",2702,"N986CA",134,130,115,2,-2,"RDU","MKE",689,6,13,0,"",0,NA,NA,NA,NA,NA
"469166",1,6,7,NA,940,NA,1055,"9E",5741,"",NA,75,NA,NA,NA,"MEM","FSM",249,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"5806835",10,19,7,1853,1855,1948,1959,"9E",2937,"85329E",55,64,37,-11,-2,"SBN","DTW",157,9,9,0,"",0,NA,NA,NA,NA,NA
"4504461",8,8,5,735,725,846,846,"US",652,"N915AW",71,81,51,0,10,"PHX","SNA",338,4,16,0,"",0,NA,NA,NA,NA,NA
"5707969",10,10,5,640,645,920,935,"F9",774,"N920FR",100,110,81,-15,-5,"LAS","DEN",629,6,13,0,"",0,NA,NA,NA,NA,NA
"5767568",10,15,3,1208,1210,1452,1445,"MQ",4354,"N805MQ",164,155,124,7,-2,"MIA","SDF",911,29,11,0,"",0,NA,NA,NA,NA,NA
"3988899",7,26,6,912,915,1110,1112,"FL",140,"N950AT",118,117,99,-2,-3,"ATL","DTW",594,4,15,0,"",0,NA,NA,NA,NA,NA
"4556645",8,1,5,1156,1156,1356,1353,"EV",4165,"N979EV",120,117,97,3,0,"MDT","ATL",619,10,13,0,"",0,NA,NA,NA,NA,NA
"6291581",11,14,5,855,900,1014,1020,"MQ",3715,"N611MQ",79,80,59,-6,-5,"DFW","LFT",351,6,14,0,"",0,NA,NA,NA,NA,NA
"1577091",3,9,7,1543,1545,1622,1635,"MQ",3736,"N507AE",39,50,27,-13,-2,"GRK","DFW",134,4,8,0,"",0,NA,NA,NA,NA,NA
"1414927",3,3,1,NA,832,NA,1202,"UA",558,"",NA,150,NA,NA,NA,"LAX","DEN",862,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"2197567",4,24,4,649,655,754,810,"MQ",4409,"N909AE",65,75,52,-16,-6,"DSM","ORD",299,6,7,0,"",0,NA,NA,NA,NA,NA
"1454891",3,14,5,1107,1115,1322,1320,"US",1233,"N122US",135,125,90,2,-8,"LGA","CLT",544,6,39,0,"",0,NA,NA,NA,NA,NA
"2172588",4,16,3,558,550,751,745,"MQ",3396,"N826AE",173,175,135,6,8,"GSO","DFW",999,18,20,0,"",0,NA,NA,NA,NA,NA
"2147903",4,14,1,1639,1640,1905,1910,"FL",781,"N311AT",206,210,190,-5,-1,"TPA","MSP",1307,6,10,0,"",0,NA,NA,NA,NA,NA
"2315210",4,6,7,651,705,815,832,"AS",372,"N644AS",84,87,65,-17,-14,"OAK","SNA",371,6,13,0,"",0,NA,NA,NA,NA,NA
"6018550",11,26,3,1700,1655,1905,1905,"WN",612,"N392SW",125,130,107,0,5,"SAT","BNA",822,5,13,0,"",0,NA,NA,NA,NA,NA
"4597534",8,10,7,1702,1702,1919,1936,"FL",641,"N997AT",137,154,110,-17,0,"ATL","HPN",780,6,21,0,"",0,NA,NA,NA,NA,NA
"5452318",10,23,4,1838,1840,1954,2015,"WN",143,"N466WN",76,95,64,-21,-2,"SAN","SFO",447,4,8,0,"",0,NA,NA,NA,NA,NA
"2629056",5,23,5,2335,2340,539,527,"UA",754,"N461UA",244,227,230,12,-5,"SEA","ORD",1721,5,9,0,"",0,NA,NA,NA,NA,NA
"3883488",7,10,4,1937,1755,2130,1956,"US",1127,"N438US",113,121,94,94,102,"CLT","MIA",650,5,14,0,"",0,78,0,0,0,16
"2827269",5,22,4,1431,1420,1941,1927,"NW",776,"N528US",190,187,172,14,11,"LAS","MSP",1300,5,13,0,"",0,NA,NA,NA,NA,NA
"4441987",8,23,6,1802,1808,1955,1947,"OO",6709,"N719SK",173,159,128,8,-6,"DEN","MRY",960,4,41,0,"",0,NA,NA,NA,NA,NA
"6890774",12,24,3,1605,1610,1817,1800,"9E",2909,"83909E",132,110,81,17,-5,"GSO","DTW",460,17,34,0,"",0,0,0,17,0,0
"1474510",3,29,6,1509,1450,1906,1856,"US",1012,"N249AU",237,246,214,10,19,"STT","PHL",1605,13,10,0,"",0,NA,NA,NA,NA,NA
"554802",1,16,3,1942,1940,2250,2318,"B6",171,"N659JB",368,398,330,-28,2,"JFK","SMF",2521,4,34,0,"",0,NA,NA,NA,NA,NA
"2467060",5,27,2,1949,1955,2234,2250,"WN",2121,"N467WN",165,175,152,-16,-6,"BDL","TPA",1111,5,8,0,"",0,NA,NA,NA,NA,NA
"599768",1,10,4,1850,1854,2023,2045,"DL",1230,"N933DL",93,111,70,-22,-4,"ATL","CLE",554,8,15,0,"",0,NA,NA,NA,NA,NA
"2683258",5,31,6,1715,1630,1903,1829,"US",1107,"N527AU",108,119,88,34,45,"EWR","CLT",529,5,15,0,"",0,0,0,0,0,34
"182383",1,9,3,1344,1303,1501,1423,"OO",3749,"N426SW",77,80,57,38,41,"DRO","SLC",338,6,14,0,"",0,0,38,0,0,0
"5391900",10,5,7,1257,1255,1451,1450,"WN",1428,"N712SW",54,55,32,1,2,"MDW","IND",162,7,15,0,"",0,NA,NA,NA,NA,NA
"6964162",12,19,5,941,920,1203,1136,"B6",1121,"N249JB",142,136,118,27,21,"RIC","FLL",805,3,21,0,"",0,4,0,6,0,17
"3655184",7,18,5,704,705,758,805,"WN",964,"N612SW",54,60,45,-7,-1,"DAL","SAT",248,2,7,0,"",0,NA,NA,NA,NA,NA
"5701285",10,21,2,1928,1935,2044,2056,"EV",5716,"N849AS",76,81,56,-12,-7,"CVG","CAE",404,3,17,0,"",0,NA,NA,NA,NA,NA
"5829461",10,19,7,730,735,832,840,"AA",359,"N3CXAA",182,185,162,-8,-5,"DFW","SNA",1205,6,14,0,"",0,NA,NA,NA,NA,NA
"4775406",8,21,4,1152,929,1241,1018,"AS",55,"N763AS",49,49,37,143,143,"SCC","BRW",204,4,8,0,"",0,0,143,0,0,0
"5114941",9,16,2,2127,2130,2347,2357,"DL",1562,"N954DL",140,147,116,-10,-3,"ATL","BDL",859,4,20,0,"",0,NA,NA,NA,NA,NA
"6456572",11,7,5,1551,1556,1741,1757,"DL",1194,"N917DE",110,121,83,-16,-5,"ATL","DTW",594,9,18,0,"",0,NA,NA,NA,NA,NA
"6757102",12,30,2,1549,1555,1610,1622,"DL",1771,"N944DL",81,87,59,-12,-6,"ATL","MEM",332,6,16,0,"",0,NA,NA,NA,NA,NA
"6259609",11,10,1,1341,1337,1543,1600,"FL",362,"N273AT",122,143,102,-17,4,"ATL","LGA",761,5,15,0,"",0,NA,NA,NA,NA,NA
"412452",1,11,5,1630,1630,1632,1645,"MQ",4378,"N690AE",62,75,42,-13,0,"IND","ORD",177,4,16,0,"",0,NA,NA,NA,NA,NA
"3235212",6,19,4,2000,2005,2128,2154,"UA",637,"N202UA",148,169,131,-26,-5,"BOS","ORD",867,4,13,0,"",0,NA,NA,NA,NA,NA
"1496788",3,28,5,1744,1720,1923,1847,"DL",1030,"N918DE",99,87,66,36,24,"DAB","ATL",366,15,18,0,"",0,0,0,12,0,24
"4068518",7,23,3,1107,1115,1439,1433,"NW",1266,"N326NB",152,138,109,6,-8,"BZN","MSP",874,26,17,0,"",0,NA,NA,NA,NA,NA
"2629195",5,11,7,1943,1749,2048,1903,"UA",761,"N337UA",185,194,173,105,114,"CMH","DEN",1155,5,7,0,"",0,33,0,0,0,72
"1455926",3,15,6,2239,2230,748,730,"US",23,"N909AW",369,360,348,18,9,"HNL","PHX",2917,6,15,0,"",0,9,0,9,0,0
"6387059",11,29,6,1124,1100,1436,1420,"AA",1638,"N5FJAA",132,140,114,16,24,"DFW","MCO",984,6,12,0,"",0,16,0,0,0,0
"248067",1,25,5,1009,1009,1506,1524,"UA",1192,"N808UA",177,195,164,-18,0,"DEN","BWI",1491,3,10,0,"",0,NA,NA,NA,NA,NA
"2071419",4,23,3,1138,1145,1334,1349,"US",881,"N169UW",116,124,87,-15,-7,"CLT","FLL",631,5,24,0,"",0,NA,NA,NA,NA,NA
"6552106",12,30,2,1920,1855,2020,2005,"WN",2133,"N769SW",60,70,51,15,25,"PHX","ELP",347,3,6,0,"",0,10,0,0,0,5
"5458121",10,25,6,1403,1355,1706,1650,"WN",2509,"N691WN",183,175,155,16,8,"PHL","FLL",992,3,25,0,"",0,8,0,8,0,0
"2043474",4,1,2,1312,1315,1532,1517,"US",780,"N916UW",320,302,287,15,-3,"CLT","LAS",1916,11,22,0,"",0,0,0,15,0,0
"6654797",12,16,2,1333,1330,1424,1421,"OO",6573,"N760SK",51,51,30,3,3,"HDN","DEN",142,9,12,0,"",0,NA,NA,NA,NA,NA
"6885323",12,17,3,NA,600,NA,928,"9E",2556,"",NA,148,NA,NA,NA,"TUL","DTW",790,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"2218511",4,17,4,1404,1412,1922,1926,"NW",598,"N362NW",198,194,168,-4,-8,"PDX","MSP",1426,14,16,0,"",0,NA,NA,NA,NA,NA
"6057609",11,8,6,1251,1301,1435,1451,"YV",7121,"N454YV",104,110,88,-16,-10,"JAC","DEN",406,7,9,0,"",0,NA,NA,NA,NA,NA
"5883377",10,23,4,635,640,900,913,"AS",230,"N754AS",145,153,127,-13,-5,"PDX","SAN",933,4,14,0,"",0,NA,NA,NA,NA,NA
"1459068",3,17,1,748,725,914,845,"US",225,"N160AW",86,80,58,29,23,"SAN","PHX",304,13,15,0,"",0,23,0,6,0,0
"29892",1,12,6,1826,1830,1906,1940,"WN",509,"N406WN",220,250,208,-34,-4,"IND","LAS",1591,5,7,0,"",0,NA,NA,NA,NA,NA
"186529",1,11,5,2031,2020,2209,2219,"OO",5981,"N943SW",98,119,82,-10,11,"ORD","FAR",557,5,11,0,"",0,NA,NA,NA,NA,NA
"4027277",7,29,2,1752,1805,1835,1900,"MQ",4157,"N699AE",43,55,30,-25,-13,"PIA","ORD",130,7,6,0,"",0,NA,NA,NA,NA,NA
"2264407",4,12,6,1106,1105,1523,1503,"AA",294,"N387AA",197,178,149,20,1,"ORD","MIA",1197,28,20,0,"",0,0,0,20,0,0
"6919275",12,1,1,NA,1755,NA,1905,"AA",1235,"N450AA",NA,70,NA,NA,NA,"ORD","STL",258,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"3124044",6,4,3,659,700,755,807,"XE",2928,"N12528",116,127,101,-12,-1,"CHA","IAH",686,7,8,0,"",0,NA,NA,NA,NA,NA
"563534",1,2,3,728,725,1042,1036,"CO",1518,"N39343",194,191,159,6,3,"EWR","TPA",998,5,30,0,"",0,NA,NA,NA,NA,NA
"2354770",4,10,4,2152,2125,2316,2242,"CO",740,"N27610",144,137,116,34,27,"IAH","ABQ",744,8,20,0,"",0,27,0,7,0,0
"1522084",3,9,7,1758,1801,1829,1836,"EV",4835,"N868AS",91,95,69,-7,-3,"ATL","BTR",449,6,16,0,"",0,NA,NA,NA,NA,NA
"1811262",4,9,3,2152,2155,16,35,"WN",577,"N216WR",84,100,72,-19,-3,"MDW","BWI",611,5,7,0,"",0,NA,NA,NA,NA,NA
"2716262",5,26,1,2114,2115,2218,2231,"EV",4434,"N724EV",124,136,99,-13,-1,"ATL","OKC",761,4,21,0,"",0,NA,NA,NA,NA,NA
"2021416",4,11,5,NA,1844,NA,1858,"UA",551,"",NA,74,NA,NA,NA,"IND","ORD",177,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"3447524",6,24,2,1705,1625,1828,1751,"NW",1559,"N750NW",83,86,56,37,40,"SYR","DTW",374,6,21,0,"",0,5,0,0,0,32
"5283946",9,9,2,950,955,1337,1250,"AA",721,"N3CTAA",287,235,214,47,-5,"LGA","DFW",1389,19,54,0,"",0,0,0,47,0,0
"902413",2,24,7,710,620,1429,1334,"DL",1172,"N672DL",259,254,210,55,50,"RNO","ATL",1993,8,41,0,"",0,50,0,5,0,0
"5312775",9,23,2,1250,1255,1514,1530,"AA",1992,"N4XBAA",144,155,122,-16,-5,"IAH","ORD",925,6,16,0,"",0,NA,NA,NA,NA,NA
"3006297",6,6,5,1401,1315,1532,1445,"WN",3333,"N720WN",91,90,78,47,46,"BNA","MCI",491,4,9,0,"",0,3,0,1,0,43
"6501170",12,14,7,1951,1950,2158,2210,"WN",3759,"N392SW",67,80,59,-12,1,"LAX","TUS",451,3,5,0,"",0,NA,NA,NA,NA,NA
"4240353",8,5,2,1724,1705,1826,1810,"WN",718,"N676SW",62,65,47,16,19,"DAL","LBB",293,4,11,0,"",0,1,0,0,0,15
"1135602",2,9,6,624,625,808,812,"CO",1891,"N27722",164,167,146,-4,-1,"MIA","IAH",964,4,14,0,"",0,NA,NA,NA,NA,NA
